appearance_id,game_id,player_id,player_club_id,player_current_club_id,date,player_name,competition_id,yellow_cards,red_cards,goals,assists,minutes_played
2718983_249513,2718983,249513,1244,3709,2017-03-19,Diego Rico,ES1,0,0,0,0,90
2486678_39532,2486678,39532,984,289,2015-01-10,Victor Anichebe,GB1,0,0,0,1,17
3886639_115333,3886639,115333,12321,12321,2023-04-22,Juanpe,ES1,0,0,0,0,90
3886601_378139,3886601,378139,150,150,2023-04-02,Aitor Ruibal,ES1,0,0,0,0,90
2486741_67063,2486741,67063,11,1237,2015-03-04,Danny Welbeck,GB1,0,0,0,0,1
3611517_380598,3611517,380598,367,1050,2022-05-20,Santi Comesaña,ES1,0,0,0,0,29
3886298_31909,3886298,31909,418,418,2022-09-11,Toni Kroos,ES1,0,0,0,1,90
2594629_85258,2594629,85258,621,621,2015-12-20,Mikel Balenziaga,ES1,0,0,0,0,90
3079498_126737,3079498,126737,681,3709,2018-12-15,Juanmi,ES1,0,0,0,0,78
2719016_137174,2719016,137174,897,897,2017-04-08,Alejandro Arribas,ES1,1,0,0,0,90
3050283_105470,3050283,105470,31,31,2018-11-11,Alisson,GB1,0,0,0,0,90
2718909_126737,2718909,126737,681,3709,2017-02-05,Juanmi,ES1,0,0,1,0,13
3080764_207924,3080764,207924,940,940,2019-01-19,Jozabed Sánchez,ES1,1,0,0,0,90
3451197_298575,3451197,298575,331,331,2021-03-06,Kike Barja,ES1,0,0,0,0,62
3208678_177467,3208678,177467,1050,1050,2019-09-21,Gerard Moreno,ES1,0,0,0,0,90
3605331_142021,3605331,142021,714,237,2021-10-23,Sergi Darder,ES1,0,0,0,0,67
3081098_284857,3081098,284857,1533,631,2019-04-28,Marc Cucurella,ES1,0,0,0,0,90
3838712_425334,3838712,425334,405,405,2023-03-18,Matty Cash,GB1,0,0,0,0,90
3429787_67420,3429787,67420,399,399,2021-04-03,Luke Ayling,GB1,0,0,0,0,90
3838274_391005,3838274,391005,1148,180,2023-01-02,Mads Roerslev,GB1,0,0,0,0,90
3050236_206040,3050236,206040,543,931,2018-09-29,Raúl Jiménez,GB1,0,0,0,1,90
4113061_251896,4113061,251896,16795,418,2023-10-08,Jesús Vallejo,ES1,1,0,0,0,6
3592276_392765,3592276,392765,11,931,2022-05-01,Emile Smith Rowe,GB1,0,0,0,0,3
3209805_255653,3209805,255653,940,940,2020-02-09,Santi Mina,ES1,0,0,0,0,2
3605050_349836,3605050,349836,1531,1531,2021-08-22,Diego González,ES1,0,0,0,0,4
3838640_184573,3838640,184573,985,405,2023-04-30,Victor Lindelöf,GB1,0,0,0,0,90
3219124_192080,3219124,192080,1132,762,2020-07-11,Nick Pope,GB1,1,0,0,0,90
3886646_331496,3886646,331496,12321,237,2023-04-25,Valery Fernández,ES1,0,0,0,0,18
3080894_225122,3080894,225122,1049,681,2019-04-21,Gonçalo Guedes,ES1,0,0,2,0,77
2594629_59349,2594629,59349,3368,3302,2015-12-20,Diego Mariño,ES1,0,0,0,0,90
3610291_353032,3610291,353032,1049,289,2022-01-22,Omar Alderete,ES1,0,0,0,0,54
2594584_351478,2594584,351478,681,681,2015-11-21,Mikel Oyarzabal,ES1,0,0,0,0,27
2594708_65243,2594708,65243,714,714,2016-02-13,Abraham González,ES1,1,0,0,0,90
2698175_45330,2698175,45330,984,984,2016-11-06,Claudio Yacob,GB1,0,0,0,0,90
3607621_42920,3607621,42920,714,714,2022-01-10,Fran Mérida,ES1,1,0,0,0,5
4095239_467623,4095239,467623,1132,1132,2023-12-16,Lyle Foster,GB1,0,0,0,0,45
3451156_251897,3451156,251897,621,1108,2021-02-21,Asier Villalibre,ES1,0,0,0,0,7
2899675_158795,2899675,158795,12321,3709,2017-11-25,David Timor,ES1,0,0,0,0,55
2698432_85475,2698432,85475,2288,762,2017-02-25,Federico Fernández,GB1,0,0,0,0,90
2899787_223068,2899787,223068,472,472,2018-02-09,Tana,ES1,0,0,0,0,57
3451464_255508,3451464,255508,621,621,2021-05-16,Iñaki Williams,ES1,0,0,0,0,65
3838752_730893,3838752,730893,873,873,2023-02-18,Tyrick Mitchell,GB1,0,0,0,0,82
2719065_204097,2719065,204097,16795,16795,2017-05-06,Juanan Entrena,ES1,0,0,0,0,9
3421741_171679,3421741,171679,148,543,2020-11-01,Matt Doherty,GB1,0,0,0,0,90
3219146_249356,3219146,249356,989,989,2020-07-19,Jack Stacey,GB1,0,0,0,0,90
2475436_39381,2475436,39381,418,418,2015-03-07,Gareth Bale,ES1,0,0,0,0,90
2475437_37399,2475437,37399,1533,1533,2015-03-06,Manu del Moral,ES1,1,0,0,0,90
2578008_36814,2578008,36814,984,984,2015-10-24,Chris Brunt,GB1,1,0,0,0,90
4095148_485585,4095148,485585,631,405,2023-10-07,Ian Maatsen,GB1,0,0,0,0,4
3050294_63494,3050294,63494,1010,1050,2018-11-24,Étienne Capoue,GB1,0,0,0,0,90
3079408_64598,3079408,64598,12321,12321,2018-09-30,Bernardo Espinosa,ES1,1,0,0,0,90
3592195_333241,3592195,333241,762,762,2022-05-22,Joelinton,GB1,0,0,0,0,11
4112845_536030,4112845,536030,3302,3302,2023-12-17,Arnau Puigmal,ES1,0,0,0,0,5
3605063_252667,3605063,252667,2687,2687,2021-08-29,Fali,ES1,1,0,0,0,90
3886324_193784,3886324,193784,1531,1531,2022-10-15,Carlos Clerc,ES1,0,0,0,1,90
2577964_3881,2577964,3881,512,512,2015-09-19,Glen Johnson,GB1,0,0,0,0,90
2475395_57876,2475395,57876,897,897,2015-02-06,Laure,ES1,0,0,0,0,9
2899600_27487,2899600,27487,3709,3709,2017-09-24,Francisco Molinero,ES1,0,0,0,0,7
2899834_64598,2899834,64598,12321,12321,2018-03-09,Bernardo Espinosa,ES1,0,0,0,0,90
2594819_255501,2594819,255501,621,621,2016-04-24,Iñigo Lekue,ES1,0,0,0,0,35
3429838_341051,3429838,341051,180,379,2021-05-08,Kyle Walker-Peters,GB1,0,0,0,0,90
3885859_295622,3885859,295622,714,714,2022-09-04,Keidi Bare,ES1,0,0,0,0,16
2475445_101742,2475445,101742,3302,3368,2015-03-15,Ángel Trujillo,ES1,0,0,0,0,90
3451039_192009,3451039,192009,621,367,2020-12-12,Unai López,ES1,1,0,0,0,45
3050529_241641,3050529,241641,281,281,2019-04-20,Bernardo Silva,GB1,0,0,0,0,90
3886600_298976,3886600,298976,3709,3709,2023-04-01,Borja Mayoral,ES1,0,0,0,0,90
3210111_18944,3210111,18944,131,131,2020-07-05,Gerard Piqué,ES1,0,0,0,0,82
3219125_477758,3219125,477758,985,379,2020-07-04,Aaron Wan-Bissaka,GB1,0,0,0,0,90
3610407_108390,3610407,108390,418,418,2022-03-05,Thibaut Courtois,ES1,0,0,0,0,90
2872138_121398,2872138,121398,1110,1110,2017-08-26,Tommy Smith,GB1,0,0,0,0,90
2872132_202984,2872132,202984,2288,366,2017-08-19,Roque Mesa,GB1,0,0,0,0,67
2486721_12814,2486721,12814,873,873,2015-02-21,Julián Speroni,GB1,0,0,0,0,90
3219368_31835,3219368,31835,379,379,2019-11-09,Mark Noble,GB1,0,0,0,0,20
2698247_13507,2698247,13507,29,29,2017-02-01,Leighton Baines,GB1,0,0,0,0,90
2578240_3838,2578240,3838,984,984,2015-12-28,Boaz Myhill,GB1,0,0,0,0,90
2899762_37501,2899762,37501,681,681,2018-02-02,Imanol Agirretxe,ES1,0,0,0,0,5
3592090_346483,3592090,346483,631,985,2021-12-19,Mason Mount,GB1,0,0,0,0,90
3050484_128901,3050484,128901,543,1003,2019-04-24,Conor Coady,GB1,0,0,0,0,90
3605222_15956,3605222,15956,368,368,2021-09-22,Jesús Navas,ES1,0,0,0,0,34
3838622_111422,3838622,111422,931,931,2023-05-13,Neeskens Kebano,GB1,0,0,0,0,12
3592151_253677,3592151,253677,405,405,2021-12-26,Tyrone Mings,GB1,1,0,0,0,90
2594842_242548,2594842,242548,897,897,2016-05-14,Fede Cartabia,ES1,0,0,0,0,90
2718787_56777,2718787,56777,897,5358,2016-10-15,Luísinho,ES1,0,0,0,0,27
3838027_257455,3838027,257455,931,148,2022-10-09,João Palhinha,GB1,0,0,0,0,90
3050316_250478,3050316,250478,180,762,2018-12-05,Matt Targett,GB1,0,0,0,0,90
3208797_227805,3208797,227805,1049,1049,2019-12-07,Jaume Doménech,ES1,0,0,0,0,63
3429821_314875,3429821,314875,379,379,2021-04-24,Jarrod Bowen,GB1,0,0,0,0,90
3219169_35518,3219169,35518,281,681,2020-06-22,David Silva,GB1,0,0,1,0,90
3886411_351809,3886411,351809,681,13,2022-11-06,Robin Le Normand,ES1,0,0,0,0,90
3219164_92571,3219164,92571,379,379,2020-06-20,Aaron Cresswell,GB1,0,0,0,0,90
3451422_126716,3451422,126716,1050,1050,2021-04-25,Paco Alcácer,ES1,0,0,0,0,60
4113092_783396,4113092,783396,1050,714,2023-11-12,Ramón Terrats,ES1,0,0,0,0,54
3080871_225122,3080871,225122,1049,681,2019-04-03,Gonçalo Guedes,ES1,0,0,1,0,73
3451462_111961,3451462,111961,368,368,2021-05-12,Suso,ES1,0,0,0,0,84
2578160_65255,2578160,65255,1123,1123,2016-03-01,Timm Klose,GB1,1,0,0,0,90
3592071_343052,3592071,343052,11,1050,2021-12-11,Nicolas Pépé,GB1,0,0,0,0,7
3079311_319745,3079311,319745,418,418,2018-08-19,Dani Ceballos,ES1,0,0,0,0,71
2718720_37403,2718720,37403,714,366,2016-08-26,Roberto,ES1,0,0,0,0,90
2719015_126716,2719015,126716,131,1050,2017-04-08,Paco Alcácer,ES1,0,0,0,0,29
3079386_255488,3079386,255488,621,621,2018-09-23,Yeray Álvarez,ES1,1,0,0,0,90
2718857_175446,2718857,175446,940,1108,2016-12-11,Jonny Otto,ES1,0,0,0,0,90
2872416_108390,2872416,108390,631,418,2018-04-19,Thibaut Courtois,GB1,0,0,0,0,90
3080883_121483,3080883,121483,13,13,2019-04-13,Jan Oblak,ES1,0,0,0,0,90
2594707_51426,2594707,51426,681,3709,2016-02-14,Markel Bergara,ES1,0,0,0,0,13
3421756_75067,3421756,75067,399,399,2020-11-22,Liam Cooper,GB1,1,0,0,0,90
3886291_334222,3886291,334222,1531,1108,2022-10-03,Lucas Boyé,ES1,1,0,1,0,84
3219362_241641,3219362,241641,281,281,2019-11-02,Bernardo Silva,GB1,0,0,0,0,84
2872426_128969,2872426,128969,1237,3368,2018-03-31,Mathew Ryan,GB1,0,0,0,0,90
3838004_163744,3838004,163744,989,180,2022-09-17,Jack Stephens,GB1,0,0,0,0,1
3886634_552425,3886634,552425,331,331,2023-04-22,Jon Moncayola,ES1,0,0,1,0,90
2718834_351478,2718834,351478,681,681,2016-11-27,Mikel Oyarzabal,ES1,0,0,0,0,85
3429863_435338,3429863,435338,11,11,2021-05-23,Gabriel,GB1,0,0,0,0,90
3421750_48066,3421750,48066,762,762,2020-11-06,Andy Carroll,GB1,0,0,0,0,12
2719019_85258,2719019,85258,621,621,2017-04-14,Mikel Balenziaga,ES1,0,0,0,0,52
2594554_60890,2594554,60890,940,366,2015-10-24,Fabián Orellana,ES1,0,0,0,0,82
4095146_177476,4095146,177476,281,281,2023-10-08,Nathan Aké,GB1,0,0,0,0,90
3886671_284884,3886671,284884,940,1244,2023-05-14,Óscar Rodríguez,ES1,0,0,0,0,35
2594614_223725,2594614,223725,131,1244,2015-12-12,Munir El Haddadi,ES1,0,0,0,0,22
3837991_346314,3837991,346314,631,631,2023-01-12,Trevoh Chalobah,GB1,1,0,0,0,79
2718712_27374,2718712,27374,897,150,2016-08-19,Sidnei,ES1,0,0,0,0,90
3219166_398065,3219166,398065,1003,762,2020-07-16,Harvey Barnes,GB1,0,0,0,0,76
2594541_13872,2594541,13872,367,367,2015-10-17,Zé Castro,ES1,0,0,0,0,90
2578248_42412,2578248,42412,984,985,2016-04-30,Jonny Evans,GB1,0,0,0,0,90
3838759_52570,3838759,52570,148,989,2023-02-19,Fraser Forster,GB1,0,0,0,0,90
2486686_3160,2486686,3160,631,631,2015-01-17,John Terry,GB1,0,0,0,0,90
3886307_371998,3886307,371998,418,418,2022-10-08,Vinicius Junior,ES1,0,0,0,0,90
2698002_77760,2698002,77760,148,148,2016-08-20,Victor Wanyama,GB1,0,0,1,0,90
3208652_131667,3208652,131667,16795,16795,2019-09-01,Ramon Azeez,ES1,0,0,1,0,34
3451016_50202,3451016,50202,418,418,2020-11-28,Eden Hazard,ES1,0,0,0,0,28
2698434_258923,2698434,258923,985,131,2017-03-04,Marcus Rashford,GB1,1,0,0,0,20
3050279_131978,3050279,131978,631,405,2018-11-11,Ross Barkley,GB1,0,0,0,0,8
4095150_730861,4095150,730861,989,31,2023-10-07,Milos Kerkez,GB1,0,0,0,0,67
3208788_99922,3208788,99922,150,150,2019-11-30,Marc Bartra,ES1,0,0,0,0,90
3219395_193116,3219395,193116,405,405,2019-10-19,John McGinn,GB1,0,0,0,0,90
3050370_162029,3050370,162029,762,940,2019-01-12,Javier Manquillo,GB1,0,0,0,0,8
3050353_253677,3050353,253677,989,405,2018-12-30,Tyrone Mings,GB1,0,0,0,0,8
3592151_413403,3592151,413403,405,405,2021-12-26,Ezri Konsa,GB1,1,0,0,0,90
3081120_616369,3081120,616369,681,681,2019-05-12,Ander Barrenetxea,ES1,0,0,1,0,87
2899858_7767,2899858,7767,13,13,2018-04-22,Fernando Torres,ES1,0,0,0,0,90
2594560_40442,2594560,40442,714,714,2015-10-23,Paco Montañés,ES1,0,0,0,0,26
3592195_95810,3592195,95810,762,762,2022-05-22,Kieran Trippier,GB1,0,0,0,0,90
2594505_17491,2594505,17491,3709,3709,2015-09-18,Roberto Lago,ES1,1,0,0,0,67
2594558_238717,2594558,238717,2448,2448,2015-10-26,Pablo Pérez,ES1,0,0,0,0,20
3451391_255508,3451391,255508,621,621,2021-04-07,Iñaki Williams,ES1,0,0,0,0,90
3209986_114060,3209986,114060,331,331,2020-03-01,Enric Gallego,ES1,1,0,0,0,90
3079311_31909,3079311,31909,418,418,2018-08-19,Toni Kroos,ES1,0,0,0,0,90
3050373_61560,3050373,61560,1003,1003,2019-01-12,Marc Albrighton,GB1,0,0,0,0,45
3886303_167721,3886303,167721,331,150,2022-09-12,Chimy Ávila,ES1,0,0,1,0,74
2594524_74230,2594524,74230,3709,543,2015-09-27,Pablo Sarabia,ES1,0,0,0,1,24
2475420_189458,2475420,189458,3709,367,2015-02-28,Emiliano Velázquez,ES1,0,0,0,1,90
3592117_378710,3592117,378710,29,148,2022-01-15,Richarlison,GB1,0,0,1,0,36
4087932_534033,4087932,534033,31,31,2023-08-13,Alexis Mac Allister,GB1,1,0,0,0,90
3431942_349856,3431942,349856,3368,3368,2020-10-01,Son,ES1,1,0,0,0,90
2872185_130164,2872185,130164,29,29,2017-10-15,Jordan Pickford,GB1,0,0,0,0,90
3592196_420002,3592196,420002,873,873,2022-02-09,Jean-Philippe Mateta,GB1,1,0,0,0,80
2594691_46215,2594691,46215,367,367,2016-02-06,Javi Guerra,ES1,0,0,0,0,5
3219219_447661,3219219,447661,405,405,2020-02-16,Douglas Luiz,GB1,0,0,0,0,90
2577863_12384,2577863,12384,1123,1123,2015-08-08,Alexander Tettey,GB1,1,0,0,0,54
3429728_61651,3429728,61651,31,1148,2021-02-13,Jordan Henderson,GB1,0,0,0,0,90
3885862_743589,3885862,743589,3302,3302,2022-09-05,Kaiky,ES1,1,0,0,0,14
3219347_48002,3219347,48002,379,379,2019-11-30,Angelo Ogbonna,GB1,0,0,0,0,90
2872265_40613,2872265,40613,1132,1132,2017-12-09,Jack Cork,GB1,0,0,0,0,90
3838632_295313,3838632,295313,703,703,2023-05-08,Taiwo Awoniyi,GB1,0,0,2,0,81
2578038_9966,2578038,9966,1010,1010,2015-11-21,Almen Abdi,GB1,0,0,0,0,90
2872208_70950,2872208,70950,762,762,2017-10-30,Mohamed Diamé,GB1,0,0,0,0,83
3210077_448844,3210077,448844,16795,16795,2020-06-22,Carlos Neva,ES1,1,0,0,0,77
3451012_225593,3451012,225593,1531,714,2020-11-28,Pere Milla,ES1,1,0,0,1,90
2475456_65237,2475456,65237,940,940,2015-03-21,Andreu Fontàs,ES1,0,0,0,0,90
3210137_127554,3210137,127554,366,366,2020-07-16,Nacho Martínez,ES1,0,0,0,0,90
3429857_130164,3429857,130164,29,29,2021-05-19,Jordan Pickford,GB1,0,0,0,0,90
3451373_127837,3451373,127837,621,621,2021-03-20,Ibai Gómez,ES1,0,0,0,0,15
3431936_326416,3431936,326416,1531,2497,2020-09-30,Dani Calvo,ES1,0,0,0,0,90
2698235_73491,2698235,73491,1003,631,2016-11-19,Danny Drinkwater,GB1,1,0,0,0,90
3208670_129473,3208670,129473,940,681,2019-09-21,Rafinha,ES1,0,0,0,0,90
3421825_392768,3421825,392768,631,703,2020-12-28,Callum Hudson-Odoi,GB1,0,0,0,0,90
2872324_67063,2872324,67063,11,1237,2017-12-31,Danny Welbeck,GB1,0,0,0,0,16
2698241_66333,2698241,66333,3008,405,2016-12-30,Ahmed Elmohamady,GB1,1,0,0,0,90
2698416_39679,2698416,39679,985,985,2017-04-16,Marouane Fellaini,GB1,0,0,0,0,90
3050410_242631,3050410,242631,11,931,2019-02-09,Alex Iwobi,GB1,0,0,1,0,88
3050481_192765,3050481,192765,148,148,2019-04-03,Ben Davies,GB1,0,0,0,0,90
2578026_31720,2578026,31720,289,289,2015-11-23,Sebastian Larsson,GB1,0,0,0,0,60
3886536_188854,3886536,188854,1050,1050,2023-02-12,Manu Trigueros,ES1,0,0,0,0,7
2578020_111508,2578020,111508,1010,3709,2015-10-31,Allan Nyom,GB1,1,0,0,0,90
2486809_203460,2486809,203460,405,29,2015-05-02,Jack Grealish,GB1,0,0,0,0,90
3886644_307519,3886644,307519,2687,2687,2023-04-25,Fede San Emeterio,ES1,0,0,0,0,68
3081100_67546,3081100,67546,5358,5358,2019-04-28,Jorge Pulido,ES1,0,1,0,0,90
2594650_21725,2594650,21725,13,13,2016-01-02,Filipe Luís,ES1,0,0,0,0,90
3208732_455181,3208732,455181,366,367,2019-10-26,Jorge de Frutos,ES1,0,0,0,0,21
2872415_13572,2872415,13572,984,1010,2018-03-17,Ben Foster,GB1,0,0,0,0,90
2718810_29124,2718810,29124,621,621,2016-11-06,Aritz Aduriz,ES1,0,0,0,0,61
2872478_148455,2872478,148455,31,31,2018-05-06,Mohamed Salah,GB1,1,0,0,0,90
2872253_241641,2872253,241641,281,281,2017-11-29,Bernardo Silva,GB1,0,0,0,0,10
3592143_505194,3592143,505194,1003,1003,2022-03-05,Luke Thomas,GB1,0,0,0,0,90
2719035_19979,2719035,19979,897,897,2017-04-23,Germán Lux,ES1,0,0,0,0,90
2719043_74857,2719043,74857,131,12321,2017-04-26,Marc-André ter Stegen,ES1,0,0,0,0,90
2486799_6710,2486799,6710,11,11,2015-04-26,Per Mertesacker,GB1,0,0,0,0,90
2578056_148368,2578056,148368,31,703,2015-12-06,Divock Origi,GB1,0,0,0,0,15
3079306_459463,3079306,459463,5358,150,2018-08-19,Cucho Hernández,ES1,0,0,0,0,77
3607624_31909,3607624,31909,418,418,2022-01-08,Toni Kroos,ES1,0,0,0,0,90
3592102_134294,3592102,134294,405,379,2022-02-19,Danny Ings,GB1,0,0,0,0,90
3885843_248738,3885843,248738,331,331,2022-08-26,Sergio Herrera,ES1,0,0,0,0,90
3844089_246204,3844089,246204,367,714,2022-08-13,Salvi Sánchez,ES1,0,0,0,0,11
3605053_527350,3605053,527350,1049,12321,2021-08-21,Manu Vallejo,ES1,0,0,0,0,11
2872361_92469,2872361,92469,762,762,2018-01-31,Matt Ritchie,GB1,0,0,0,0,18
3838025_333241,3838025,333241,762,762,2022-10-08,Joelinton,GB1,0,0,0,0,24
3429744_226973,3429744,226973,931,931,2021-02-28,Harrison Reed,GB1,0,0,0,0,90
2698176_31835,2698176,31835,379,379,2016-10-30,Mark Noble,GB1,0,0,0,0,90
3607574_338425,3607574,338425,621,621,2021-12-06,Álex Berenguer,ES1,0,0,0,0,7
2594618_8184,2594618,8184,3368,331,2015-12-12,Rubén Martínez,ES1,0,0,0,0,90
2872395_128969,2872395,128969,1237,3368,2018-03-04,Mathew Ryan,GB1,0,0,0,0,90
3886701_212862,3886701,212862,681,681,2023-05-28,Álex Remiro,ES1,0,0,0,0,90
3219087_480987,3219087,480987,989,984,2019-08-25,Chris Mepham,GB1,0,0,0,0,90
2578132_129627,2578132,129627,180,984,2016-02-06,Charlie Austin,GB1,0,0,0,0,18
3583521_434207,3583521,434207,1237,1237,2021-08-21,Aaron Connolly,GB1,0,0,0,0,45
3451078_254037,3451078,254037,2687,2687,2021-01-04,Iza Carcelén,ES1,0,0,0,0,90
4095065_184573,4095065,184573,985,405,2023-09-23,Victor Lindelöf,GB1,0,0,0,0,90
3050406_148455,3050406,148455,31,31,2019-02-04,Mohamed Salah,GB1,0,0,0,0,90
3420824_251912,3420824,251912,984,3008,2020-09-13,Semi Ajayi,GB1,1,0,0,0,90
4095137_111195,4095137,111195,1237,1237,2023-09-30,Joël Veltman,GB1,0,0,0,0,90
4095183_375885,4095183,375885,703,703,2023-11-05,Ibrahim Sangaré,GB1,0,0,0,0,90
2899895_127837,2899895,127837,1108,621,2018-03-04,Ibai Gómez,ES1,0,0,0,0,80
3592121_433177,3592121,433177,11,11,2022-01-23,Bukayo Saka,GB1,0,0,0,0,90
3210099_25557,3210099,25557,418,368,2020-07-02,Sergio Ramos,ES1,1,0,1,0,90
2899767_221322,2899767,221322,1049,1049,2018-02-11,José Gayà,ES1,1,0,0,0,90
3208850_396894,3208850,396894,1049,2687,2020-01-25,Maxi Gómez,ES1,0,0,1,1,80
3210041_71579,3210041,71579,331,331,2020-06-17,Iñigo Pérez,ES1,1,0,0,0,90
3886471_502676,3886471,502676,1049,31,2022-12-31,Giorgi Mamardashvili,ES1,0,0,0,0,90
2872228_148262,2872228,148262,1132,762,2017-11-18,Jeff Hendrick,GB1,0,0,0,1,80
2475480_142021,2475480,142021,1084,237,2015-04-11,Sergi Darder,ES1,1,0,0,0,90
2899770_67548,2899770,67548,3368,16795,2018-02-18,Rubén Rochina,ES1,0,0,0,0,35
3050298_199528,3050298,199528,603,603,2018-11-30,Josh Murphy,GB1,0,0,0,0,66
3079425_230784,3079425,230784,13,1050,2018-10-20,Thomas Partey,ES1,0,0,0,0,90
4113089_527966,4113089,527966,367,367,2023-11-25,Andrei Rațiu,ES1,0,0,0,0,12
3421699_67420,3421699,67420,399,399,2020-09-27,Luke Ayling,GB1,0,0,0,0,90
3208681_423444,3208681,423444,940,12321,2019-09-26,Fran Beltrán,ES1,0,0,0,0,90
3451480_238868,3451480,238868,1050,331,2021-05-22,Rubén Peña,ES1,0,0,0,0,24
4112868_162027,4112868,162027,2687,2687,2023-12-21,David Gil,ES1,0,0,0,0,90
2578264_331726,2578264,331726,631,405,2016-05-15,Tammy Abraham,GB1,0,0,0,0,37
3429841_272622,3429841,272622,379,931,2021-05-09,Issa Diop,GB1,0,0,0,0,90
2872275_63200,2872275,63200,1132,1132,2017-12-12,Ashley Barnes,GB1,0,0,1,0,19
3210017_238486,3210017,238486,940,940,2020-06-13,Filip Bradaric,ES1,0,0,0,0,90
2698144_44675,2698144,44675,512,512,2016-11-19,Bojan Krkic,GB1,0,0,0,0,73
2475538_175446,2475538,175446,940,1108,2015-05-10,Jonny Otto,ES1,0,0,0,0,90
2594545_263856,2594545,263856,3368,150,2015-10-17,Víctor Camarasa,ES1,0,0,0,0,90
2698343_63200,2698343,63200,1132,1132,2017-04-15,Ashley Barnes,GB1,0,0,0,0,83
2698144_4072,2698144,4072,512,1132,2016-11-19,Peter Crouch,GB1,0,0,0,0,22
3605202_182579,3605202,182579,368,368,2021-12-21,Karim Rekik,ES1,0,0,0,0,90
2578072_47995,2578072,47995,873,1110,2015-12-19,Jason Puncheon,GB1,0,0,0,0,79
3219256_258919,3219256,258919,350,873,2020-01-10,Dean Henderson,GB1,0,0,0,0,90
3607592_255653,3607592,255653,940,940,2021-12-10,Santi Mina,ES1,0,0,0,0,19
3079314_175449,3079314,175449,5358,331,2018-08-27,Moi Gómez,ES1,0,0,0,0,61
3886590_250845,3886590,250845,13,13,2023-03-18,José María Giménez,ES1,0,0,0,0,90
2475482_57935,2475482,57935,1531,2687,2015-04-12,Álvaro Giménez,ES1,0,0,0,0,16
2718885_57693,2718885,57693,331,331,2017-01-15,Mario Fernández,ES1,0,0,0,0,90
4113094_423444,4113094,423444,940,12321,2023-11-25,Fran Beltrán,ES1,0,0,0,0,90
2718831_158795,2718831,158795,1244,3709,2016-11-26,David Timor,ES1,0,0,0,0,90
3050277_429014,3050277,429014,543,703,2018-11-11,Morgan Gibbs-White,GB1,0,0,0,0,5
3610567_396894,3610567,396894,1049,2687,2022-03-19,Maxi Gómez,ES1,0,0,0,0,86
3209960_99353,3209960,99353,681,12321,2020-03-10,Portu,ES1,0,0,0,1,23
2719025_44069,2719025,44069,897,5358,2017-04-15,Pedro Mosquera,ES1,0,0,1,0,27
2872234_112515,2872234,112515,631,940,2017-11-18,Marcos Alonso,GB1,0,0,1,0,90
3607597_170472,3607597,170472,1049,1049,2021-12-11,Dimitri Foulquier,ES1,1,0,0,0,90
3208762_251106,3208762,251106,366,989,2019-11-09,Enes Ünal,ES1,0,0,0,0,90
2486669_6710,2486669,6710,11,11,2015-01-11,Per Mertesacker,GB1,0,0,0,0,90
3844088_256267,3844088,256267,237,237,2022-08-15,Vedat Muriqi,ES1,0,0,0,0,87
3208667_351478,3208667,351478,681,681,2019-09-14,Mikel Oyarzabal,ES1,0,0,0,0,90
3208787_252677,3208787,252677,3368,3368,2019-12-01,José Luis Morales,ES1,0,0,0,0,90
2872397_238407,2872397,238407,873,13,2018-03-05,Alexander Sørloth,GB1,0,0,0,0,90
3208847_45383,3208847,45383,331,331,2020-01-24,Adrián López,ES1,0,0,0,0,69
2475497_127554,2475497,127554,367,366,2015-04-19,Nacho Martínez,ES1,0,0,0,0,90
4095070_203460,4095070,203460,281,29,2023-09-23,Jack Grealish,GB1,1,0,0,0,3
3838242_64399,3838242,64399,873,940,2022-11-12,Vicente Guaita,GB1,0,0,0,0,90
3837825_336869,3837825,336869,399,150,2022-08-13,Marc Roca,GB1,0,0,0,0,88
3592083_474701,3592083,474701,399,379,2021-12-18,Crysencio Summerville,GB1,0,0,0,0,50
2899909_70934,2899909,70934,368,940,2018-05-19,Nolito,ES1,0,0,0,0,81
3208804_95810,3208804,95810,13,762,2019-12-14,Kieran Trippier,ES1,0,0,0,1,90
3208749_16306,3208749,16306,418,985,2019-10-30,Casemiro,ES1,0,0,0,0,90
3451467_203516,3451467,203516,1531,472,2021-05-16,Nuke Mfulu,ES1,0,0,0,0,77
2872399_61651,2872399,61651,31,1148,2018-03-03,Jordan Henderson,GB1,0,0,0,0,90
2698307_43763,2698307,43763,512,1132,2017-03-08,Erik Pieters,GB1,0,0,0,0,90
2486837_36814,2486837,36814,984,984,2015-05-18,Chris Brunt,GB1,0,0,1,0,90
3886492_617074,3886492,617074,1049,940,2023-02-02,Ilaix Moriba,ES1,0,0,0,0,20
2475390_63290,2475390,63290,714,714,2015-02-08,Víctor Sánchez,ES1,1,0,0,0,70
4095213_503733,4095213,503733,762,762,2023-12-02,Anthony Gordon,GB1,0,0,1,0,90
3081098_443222,3081098,443222,1533,472,2019-04-28,Marc Cardona,ES1,0,0,0,0,19
3611465_263727,3611465,263727,368,368,2022-04-21,Joan Jordán,ES1,1,0,0,0,55
2698204_111455,2698204,111455,11,289,2016-12-26,Granit Xhaka,GB1,0,0,0,0,90
3610574_95963,3610574,95963,16795,16795,2022-04-03,Germán Sánchez,ES1,0,0,0,1,90
3219399_392768,3219399,392768,631,703,2019-10-06,Callum Hudson-Odoi,GB1,0,0,0,1,80
